time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-04 00:00:00+00:00,63,51,15,7
2025-10-05 00:00:00+00:00,54,47,13,4
2025-10-06 00:00:00+00:00,92,58,25,9
2025-10-07 00:00:00+00:00,90,55,32,17
2025-10-08 00:00:00+00:00,81,53,51,28
2025-10-09 00:00:00+00:00,115,86,190,35
2025-10-10 00:00:00+00:00,113,76,178,45
2025-10-11 00:00:00+00:00,146,110,109,31
2025-10-12 00:00:00+00:00,77,55,22,8
2025-10-13 00:00:00+00:00,168,122,72,24
2025-10-14 00:00:00+00:00,136,100,207,62
2025-10-15 00:00:00+00:00,113,82,93,38
2025-10-16 00:00:00+00:00,97,56,197,42
2025-10-17 00:00:00+00:00,99,62,84,29
