referrer,views_total,views_unique
github.com,519,96
Google,175,41
volcano.sh,25,3
Bing,21,11
mdnice.com,18,2
Baidu,4,3
data-science-dev.wildberries.ru,2,1
nio.feishu.cn,2,1
jazz.sberbank.ru,1,1
