time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,77,55,22,8
2025-10-13 00:00:00+00:00,168,122,72,24
2025-10-14 00:00:00+00:00,136,100,207,62
2025-10-15 00:00:00+00:00,113,82,93,38
2025-10-16 00:00:00+00:00,97,56,197,42
2025-10-17 00:00:00+00:00,108,67,90,30
2025-10-18 00:00:00+00:00,79,63,55,9
2025-10-19 00:00:00+00:00,62,53,23,12
2025-10-20 00:00:00+00:00,67,43,93,22
2025-10-21 00:00:00+00:00,151,85,138,44
2025-10-22 00:00:00+00:00,156,98,208,46
2025-10-23 00:00:00+00:00,101,63,249,47
2025-10-24 00:00:00+00:00,145,96,175,43
2025-10-25 00:00:00+00:00,43,34,11,6
