referrer,views_total,views_unique
github.com,481,93
Google,212,54
Bing,51,15
bgithub.xyz,8,3
theriseunion.com,6,2
chat.zalo.me,4,2
dt-rnd.atlassian.net,4,1
c.100credit.cn,2,1
usso.uberinternal.com,2,1
icv-tools.wv.mentorg.com,1,1
