referrer,views_total,views_unique
github.com,535,103
Google,173,41
Bing,29,11
theriseunion.com,7,3
bgithub.xyz,6,2
chat.zalo.me,4,2
dt-rnd.atlassian.net,4,1
c.100credit.cn,2,1
data-science-dev.wildberries.ru,2,1
usso.uberinternal.com,2,1
