time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-24 00:00:00+00:00,124,72,163,41
2026-04-25 00:00:00+00:00,56,49,24,10
2026-04-26 00:00:00+00:00,115,46,54,10
2026-04-27 00:00:00+00:00,247,102,245,44
2026-04-28 00:00:00+00:00,354,149,308,49
2026-04-29 00:00:00+00:00,255,107,241,44
2026-04-30 00:00:00+00:00,132,98,113,42
2026-05-01 00:00:00+00:00,39,29,9,7
2026-05-02 00:00:00+00:00,57,47,30,8
2026-05-03 00:00:00+00:00,25,22,6,4
2026-05-04 00:00:00+00:00,136,49,20,15
2026-05-05 00:00:00+00:00,53,31,17,9
2026-05-06 00:00:00+00:00,123,89,189,37
2026-05-07 00:00:00+00:00,55,40,146,37
