referrer,views_total,views_unique
github.com,361,77
Google,104,32
Bing,26,11
volcano.sh,25,3
mdnice.com,16,1
Baidu,3,2
data-science-dev.wildberries.ru,2,1
nio.feishu.cn,2,1
jazz.sberbank.ru,1,1
