referrer,views_total,views_unique
github.com,792,131
Google,96,33
Bing,25,9
doubao.com,9,2
statics.teams.cdn.office.net,4,1
Baidu,2,2
chatgpt.com,2,1
com.slack,1,1
git.slo,1,1
git.xiaojukeji.com,1,1
