time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-29 00:00:00+00:00,120,82,105,25
2025-09-30 00:00:00+00:00,88,66,108,24
2025-10-01 00:00:00+00:00,107,68,67,11
2025-10-02 00:00:00+00:00,86,55,69,11
2025-10-03 00:00:00+00:00,98,63,13,7
2025-10-04 00:00:00+00:00,63,51,15,7
2025-10-05 00:00:00+00:00,54,47,13,4
2025-10-06 00:00:00+00:00,92,58,25,9
2025-10-07 00:00:00+00:00,90,55,32,17
2025-10-08 00:00:00+00:00,81,53,51,28
2025-10-09 00:00:00+00:00,115,86,190,35
2025-10-10 00:00:00+00:00,113,76,178,45
2025-10-11 00:00:00+00:00,146,110,109,31
2025-10-12 00:00:00+00:00,77,55,22,8
