time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-13 00:00:00+00:00,34,32,28,6
2026-06-14 00:00:00+00:00,47,44,13,6
2026-06-15 00:00:00+00:00,156,74,132,22
2026-06-16 00:00:00+00:00,223,91,127,28
2026-06-17 00:00:00+00:00,160,107,191,37
2026-06-18 00:00:00+00:00,167,95,130,28
2026-06-19 00:00:00+00:00,88,36,45,11
2026-06-20 00:00:00+00:00,72,59,19,9
2026-06-21 00:00:00+00:00,34,33,21,12
2026-06-22 00:00:00+00:00,315,57,82,32
2026-06-23 00:00:00+00:00,61,44,87,32
2026-06-24 00:00:00+00:00,107,51,91,24
2026-06-25 00:00:00+00:00,63,49,64,29
2026-06-26 00:00:00+00:00,159,108,77,26
