referrer,views_total,views_unique
github.com,988,136
Google,142,58
chatgpt.com,37,10
search.brave.com,37,3
teams.public.onecdn.static.microsoft,16,4
e.mail.ru,15,1
Bing,8,5
t.co,4,4
kor1.samsung.net,4,1
xiexianbin.cn,3,2
