time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,133,55,171,30
2026-04-21 00:00:00+00:00,93,45,126,33
2026-04-22 00:00:00+00:00,301,199,188,37
2026-04-23 00:00:00+00:00,147,72,217,34
2026-04-24 00:00:00+00:00,124,72,163,41
2026-04-25 00:00:00+00:00,56,49,24,10
2026-04-26 00:00:00+00:00,115,46,54,10
2026-04-27 00:00:00+00:00,247,102,245,44
2026-04-28 00:00:00+00:00,354,149,308,49
2026-04-29 00:00:00+00:00,255,107,241,44
2026-04-30 00:00:00+00:00,132,98,113,42
2026-05-01 00:00:00+00:00,39,29,9,7
2026-05-02 00:00:00+00:00,57,47,30,8
2026-05-03 00:00:00+00:00,25,22,6,4
