referrer,views_total,views_unique
github.com,672,123
Google,79,31
Bing,13,6
chatgpt.com,6,3
doubao.com,4,1
Baidu,1,1
com.slack,1,1
git.slo,1,1
git.xiaojukeji.com,1,1
jira.zstack.io,1,1
