referrer,views_total,views_unique
github.com,543,97
Google,164,36
Bing,23,10
theriseunion.com,7,3
bgithub.xyz,6,2
dt-rnd.atlassian.net,4,1
c.100credit.cn,2,1
chat.zalo.me,2,1
data-science-dev.wildberries.ru,2,1
cnblogs.com,1,1
