referrer,views_total,views_unique
github.com,388,79
Google,195,44
Bing,38,11
Baidu,12,2
brightchip.feishu.cn,4,1
2github.com,3,2
v2ex.com,3,1
chatgpt.com,1,1
com.slack,1,1
i.zte.com.cn,1,1
