time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-16 00:00:00+00:00,110,88,66,27
2026-07-17 00:00:00+00:00,184,95,116,19
2026-07-18 00:00:00+00:00,75,63,35,7
2026-07-19 00:00:00+00:00,61,37,32,12
2026-07-20 00:00:00+00:00,127,117,91,29
2026-07-21 00:00:00+00:00,128,92,73,26
2026-07-22 00:00:00+00:00,118,73,96,26
2026-07-23 00:00:00+00:00,169,105,172,26
2026-07-24 00:00:00+00:00,227,122,207,34
2026-07-25 00:00:00+00:00,68,47,19,9
2026-07-26 00:00:00+00:00,69,43,46,14
2026-07-27 00:00:00+00:00,202,111,104,30
2026-07-28 00:00:00+00:00,353,161,101,30
2026-07-29 00:00:00+00:00,325,186,127,35
