referrer,views_total,views_unique
github.com,465,119
Google,116,34
Bing,45,11
bvb1vt2cr9.feishu.cn,7,1
usso.uberinternal.com,4,2
search.brave.com,4,1
data-science-dev.wildberries.ru,3,1
yuque.antfin.com,3,1
Baidu,2,2
bgithub.xyz,2,1
